sex,BMI,height,weight
F,19.74,162.56,52.16308
F,27.3,165.1,74.389088
F,36.88,154.94,88.45044
F,23.43,167.64,65.77084
M,25.04,187.96,88.45044
F,26.66,149.86,59.874144
F,18.78,170.18,54.43104
M,28.61,180.34,92.98636
F,23.78,157.48,58.96696
F,25.81,177.8,81.64656
M,30.69,167.64,86.18248
M,21.92,170.18,63.50288
M,27.36,172.72,81.64656
F,31.88,160.02,81.64656
F,24.59,154.94,58.96696
M,36.58,187.96,129.27372
F,21.65,165.1,58.96696
M,37.59,170.18,108.86208
F,28.87,160.02,73.935496
M,29.24,193.04,108.86208
M,31.31,170.18,90.7184
M,29.52,175.26,90.7184
F,39.95,165.1,108.86208
F,30.96,165.1,84.368112
M,26.62,172.72,79.3786
M,24.39,187.96,86.18248
F,26.95,152.4,62.595696
F,24.81,160.02,63.50288
M,22.72,170.18,65.77084
F,32.9,157.48,81.64656
F,25.72,162.56,68.0388
F,24.89,162.56,65.77084
M,29.32,180.34,95.25432
M,26.63,167.64,74.84268
M,18.47,185.42,63.50288
F,25.08,172.72,74.84268
F,29.94,165.1,81.64656
M,25.09,175.26,77.11064
F,20.19,167.64,56.699
F,28.71,160.02,73.481904
F,26.49,167.64,74.389088
F,18.31,165.1,49.89512
F,25.6,157.48,63.50288
F,25.53,167.64,71.667536
M,24.21,167.64,68.0388
F,21.79,167.64,61.23492
M,26.55,175.26,81.64656
M,23.98,177.8,75.749864
F,20.19,167.64,56.699
M,27.11,182.88,90.7184
F,18.75,160.02,48.080752
F,42.29,170.18,122.46984
M,22.43,185.42,77.11064
F,28.17,154.94,67.585208
M,21.56,187.96,76.203456
F,21.0,167.64,58.96696
F,31.62,165.1,86.18248
F,28.91,167.64,81.192968
M,23.99,187.96,84.821704
M,26.17,167.64,73.481904
M,31.18,182.88,104.32616
F,22.97,177.8,72.57472
F,24.95,165.1,68.0388
M,28.37,185.42,97.52228
F,39.83,172.72,118.841104
F,22.15,160.02,56.699
M,24.43,180.34,79.3786
F,29.94,165.1,81.64656
F,30.26,149.86,68.0388
M,32.49,190.5,117.93392
M,22.72,170.18,65.77084
F,35.88,172.72,107.047712
F,46.6,160.02,119.294696
M,32.99,177.8,104.32616
F,34.8,154.94,83.460928
F,26.47,154.94,63.50288
M,25.84,175.26,79.3786
M,40.58,175.26,124.7378
F,22.93,167.64,64.410064
M,27.36,172.72,81.64656
F,23.15,162.56,61.23492
F,24.89,162.56,65.77084
F,31.29,165.1,85.275296
M,28.9,172.72,86.18248
M,23.09,187.96,81.64656
F,24.36,162.56,64.410064
F,20.8,154.94,49.89512
F,28.05,175.26,86.18248
M,22.28,193.04,83.007336
M,30.15,177.8,95.25432
F,42.54,160.02,108.86208
M,39.86,175.26,122.46984
F,24.36,162.56,64.410064
F,34.97,172.72,104.32616
M,20.37,170.18,58.96696
M,33.46,172.72,99.79024
M,23.05,182.88,77.11064
F,38.26,165.1,104.32616
F,29.05,167.64,81.64656
M,25.77,182.88,86.18248
F,28.36,160.02,72.57472
F,27.34,152.4,63.50288
M,21.51,177.8,68.0388
F,29.28,152.4,68.0388
F,28.29,165.1,77.11064
M,26.39,185.42,90.7184
F,38.28,160.02,97.975872
F,21.45,162.56,56.699
F,36.01,170.18,104.32616
M,25.1,180.34,81.64656
F,24.13,170.18,69.853168
M,27.13,167.64,76.203456
M,25.1,180.34,81.64656
F,19.78,172.72,58.96696
M,28.76,182.88,96.161504
M,21.79,167.64,61.23492
F,28.17,170.18,81.64656
F,21.04,157.48,52.16308
F,42.05,157.48,104.32616
M,22.13,175.26,68.0388
F,39.95,165.1,108.86208
M,36.87,190.5,133.80964
F,20.58,162.56,54.43104
M,29.42,177.8,92.98636
F,23.43,167.64,65.77084
M,25.23,182.88,84.368112
F,24.89,162.56,65.77084
F,28.34,154.94,68.0388
F,30.56,157.48,75.749864
M,26.39,185.42,90.7184
F,24.1,160.02,61.688512
M,26.52,180.34,86.18248
M,31.18,172.72,92.98636
M,33.72,177.8,106.59412
F,26.56,160.02,68.0388
F,25.6,157.48,63.50288
M,25.81,180.34,83.91452
F,25.7,160.02,65.77084
F,29.05,167.64,81.64656
M,27.73,185.42,95.25432
M,21.51,177.8,68.0388
F,30.52,162.56,80.739376
F,21.25,160.02,54.43104
M,34.25,190.5,124.284208
F,26.53,157.48,65.77084
F,22.45,165.1,61.23492
M,28.13,172.72,83.91452
M,29.67,172.72,88.45044
F,19.37,167.64,54.43104
M,26.52,180.34,86.18248
M,30.87,185.42,106.140528
M,27.3,175.26,83.91452
M,27.36,172.72,81.64656
M,24.41,185.42,83.91452
F,27.55,170.18,79.832192
M,27.3,175.26,83.91452
F,25.24,157.48,62.595696
F,36.35,167.64,102.0582
F,20.12,157.48,49.89512
F,30.15,157.48,74.84268
F,40.7,170.18,117.93392
M,25.77,182.88,86.18248
M,29.24,193.04,108.86208
M,29.52,175.26,90.7184
M,26.26,190.5,95.25432
F,24.21,167.64,68.0388
M,25.03,167.64,70.30676
F,37.85,157.48,93.893544
F,27.27,162.56,72.121128
F,21.32,165.1,58.059776
F,34.92,160.02,89.357624
M,23.14,167.64,64.863656
M,31.01,185.42,106.59412
F,28.96,170.18,83.91452
M,24.53,167.64,68.945984
M,21.7,182.88,72.57472
M,32.3,177.8,102.0582
F,21.65,167.64,60.781328
M,25.94,177.8,82.100152
F,37.3,177.8,117.93392
M,28.8,175.26,88.45044
F,24.02,162.56,63.50288
M,24.39,177.8,77.11064
F,38.02,172.72,113.398
M,21.0,167.64,58.96696
M,36.28,185.42,124.7378
M,29.52,175.26,90.7184
F,24.59,154.94,58.96696
F,37.56,149.86,84.368112
M,30.34,185.42,104.32616
M,24.8,175.26,76.203456
M,25.68,170.18,74.389088
M,35.15,175.26,107.954896
M,28.05,175.26,86.18248
M,25.82,170.18,74.84268
M,23.66,177.8,74.84268
M,23.74,185.42,81.64656
M,25.23,182.88,84.368112
F,20.48,157.48,50.802304
M,27.3,175.26,83.91452
F,33.28,165.1,90.7184
F,22.29,167.64,62.595696
M,27.22,180.34,88.45044
M,20.75,190.5,75.296272
F,20.12,157.48,49.89512
M,30.52,182.88,102.0582
F,22.61,167.64,63.50288
M,25.53,177.8,80.739376
F,28.36,160.02,72.57472
F,22.45,165.1,61.23492
M,26.52,180.34,86.18248
M,25.85,172.72,77.11064
F,21.79,167.64,61.23492
M,32.55,182.88,108.86208
F,17.17,162.56,45.3592
F,19.75,170.18,57.152592
M,33.93,167.64,95.25432
F,31.17,154.94,74.84268
M,24.69,182.88,82.553744
M,35.28,187.96,124.7378
F,38.42,157.48,95.25432
F,23.91,160.02,61.23492
F,28.55,154.94,68.492392
M,29.22,160.02,74.84268
M,25.66,187.96,90.7184
M,27.35,180.34,88.904032
F,22.15,160.02,56.699
M,26.52,180.34,86.18248
M,29.67,172.72,88.45044
M,29.83,182.88,99.79024
M,30.81,187.96,108.86208
F,19.96,165.1,54.43104
M,24.29,185.42,83.460928
M,32.49,190.5,117.93392
F,33.25,167.64,93.439952
F,19.75,170.18,57.152592
M,38.93,185.42,133.80964
F,37.13,167.64,104.32616
M,30.52,182.88,102.0582
M,27.9,180.34,90.7184
M,21.51,177.8,68.0388
F,29.94,165.1,81.64656
F,21.41,157.48,53.070264
F,25.03,167.64,70.30676
F,29.3,154.94,70.30676
F,23.15,162.56,61.23492
M,33.76,190.5,122.46984
M,32.09,187.96,113.398
F,23.89,167.64,67.131616
F,28.29,162.56,74.84268
F,34.19,152.4,79.3786
F,26.84,154.94,64.410064
M,23.32,182.88,78.017824
M,26.62,170.18,77.11064
M,25.85,167.64,72.57472
F,21.92,170.18,63.50288
M,26.36,180.34,85.728888
F,21.04,157.48,52.16308
F,27.41,170.18,79.3786
F,30.03,162.56,79.3786
F,23.78,157.48,58.96696
F,22.97,177.8,72.57472
M,21.41,175.26,65.77084
F,22.32,162.56,58.96696
F,19.55,152.4,45.3592
F,28.17,170.18,81.64656
M,25.09,175.26,77.11064
M,19.78,172.72,58.96696
F,22.61,167.64,63.50288
F,28.13,172.72,83.91452
M,28.29,162.56,74.84268
F,28.36,160.02,72.57472
F,28.41,167.64,79.832192
M,28.29,165.1,77.11064
M,25.1,180.34,81.64656
M,22.33,180.34,72.57472
F,27.81,160.02,71.213944
M,24.02,162.56,63.50288
F,21.57,157.48,53.523856
F,19.92,175.26,61.23492
M,30.15,177.8,95.25432
M,30.81,187.96,108.86208
F,24.15,157.48,59.874144
M,29.05,167.64,81.64656
F,32.77,160.02,83.91452
F,24.02,162.56,63.50288
M,22.8,172.72,68.0388
M,19.64,177.8,62.142104
F,23.81,165.1,64.863656
F,24.81,160.02,63.50288
F,32.01,157.48,79.3786
F,28.8,175.26,88.45044
M,20.66,175.26,63.50288
F,29.5,162.56,78.017824
F,28.14,162.56,74.389088
F,21.41,149.86,48.080752
F,19.78,172.72,58.96696
M,25.06,170.18,72.57472
M,25.53,177.8,80.739376
F,21.0,167.64,58.96696
F,22.61,167.64,63.50288
M,21.41,175.26,65.77084
M,21.13,170.18,61.23492
F,28.0,177.8,88.45044
M,21.88,190.5,79.3786
F,31.73,162.56,83.91452
F,21.49,152.4,49.89512
M,22.47,187.96,79.3786
F,24.67,157.48,61.23492
M,23.43,167.64,65.77084
M,32.55,182.88,108.86208
M,25.81,180.34,83.91452
M,24.39,190.5,88.45044
F,20.58,162.56,54.43104
M,38.75,177.8,122.46984
F,26.62,170.18,77.11064
F,27.34,152.4,63.50288
M,32.79,180.34,106.59412
M,36.51,172.72,108.86208
F,41.97,167.64,117.93392
M,24.39,187.96,86.18248
F,25.82,170.18,74.84268
F,24.02,162.56,63.50288
M,29.13,165.1,79.3786
M,28.88,182.88,96.615096
F,22.09,170.18,63.956472
F,27.44,165.1,74.84268
F,26.97,165.1,73.481904
M,24.67,185.42,84.821704
F,41.6,165.1,113.398
F,31.88,160.02,81.64656
F,29.87,167.64,83.91452
F,24.95,165.1,68.0388
M,24.02,162.56,63.50288
M,22.8,172.72,68.0388
F,25.6,157.48,63.50288
M,32.09,187.96,113.398
M,35.24,182.88,117.93392
M,25.08,185.42,86.18248
F,18.31,165.1,49.89512
F,25.06,170.18,72.57472
F,20.39,160.02,52.16308
F,20.58,162.56,54.43104
M,25.12,177.8,79.3786
M,18.98,182.88,63.50288
M,22.93,167.64,64.410064
M,21.51,177.8,68.0388
F,26.63,165.1,72.57472
F,28.66,149.86,64.410064
F,28.69,177.8,90.7184
M,22.85,170.18,66.224432
F,23.63,154.94,56.699
M,25.81,177.8,81.64656
M,24.34,172.72,72.57472
F,21.65,165.1,58.96696
F,36.12,152.4,83.91452
M,32.09,187.96,113.398
F,28.34,154.94,68.0388
F,34.75,157.48,86.18248
F,22.45,165.1,61.23492
F,28.13,160.02,72.121128
M,25.03,167.64,70.30676
M,28.24,187.96,99.79024
F,31.82,152.4,73.935496
F,29.27,157.48,72.57472
M,24.39,182.88,81.64656
F,21.45,162.56,56.699
M,23.09,187.96,81.64656
M,24.75,170.18,71.667536
M,32.6,162.56,86.18248
M,31.89,193.04,118.841104
M,26.87,190.5,97.52228
M,27.73,185.42,95.25432
F,28.17,170.18,81.64656
F,20.39,160.02,52.16308
F,20.37,170.18,58.96696
M,22.61,167.64,63.50288
F,33.93,167.64,95.25432
F,31.88,160.02,81.64656
M,20.09,177.8,63.50288
M,21.41,175.26,65.77084
F,26.63,165.1,72.57472
F,29.28,152.4,68.0388
F,24.58,170.18,71.213944
M,21.92,170.18,63.50288
M,32.74,187.96,115.66596
M,20.66,175.26,63.50288
M,34.01,187.96,120.20188
M,36.49,167.64,102.511792
F,38.02,172.72,113.398
F,39.15,170.18,113.398
F,22.5,172.72,67.131616
F,36.05,162.56,95.25432
F,24.03,152.4,55.791816
F,25.06,170.18,72.57472
M,26.46,182.88,88.45044
M,33.9,182.88,113.398
F,23.78,157.48,58.96696
F,27.06,149.86,60.781328
F,23.3,165.1,63.50288
M,24.39,177.8,77.11064
F,21.26,162.56,56.245408
F,39.45,162.56,104.32616
M,24.39,177.8,77.11064
F,35.53,167.64,99.79024
M,23.12,190.5,83.91452
M,26.09,180.34,84.821704
F,25.72,162.56,68.0388
M,35.93,182.88,120.20188
M,27.27,177.8,86.18248
M,26.04,182.88,87.089664
M,32.3,177.8,102.0582
F,22.88,175.26,70.30676
M,25.85,167.64,72.57472
F,19.69,167.64,55.338224
M,27.36,172.72,81.64656
M,25.75,185.42,88.45044
F,29.94,165.1,81.64656
F,23.63,165.1,64.410064
F,26.59,162.56,70.30676
F,33.81,162.56,89.357624
F,32.6,162.56,86.18248
M,26.99,167.64,75.749864
F,20.51,167.64,57.606184
M,31.41,180.34,102.0582
M,32.69,172.72,97.52228
M,28.0,177.8,88.45044
F,22.32,162.56,58.96696
F,27.42,154.94,65.77084
F,29.16,162.56,77.11064
M,34.98,182.88,117.026736
F,28.29,162.56,74.84268
F,38.66,152.4,89.811216
F,35.18,162.56,92.98636
F,19.37,167.64,54.43104
F,27.46,162.56,72.57472
F,28.29,165.1,77.11064
M,25.77,182.88,86.18248
M,23.12,190.5,83.91452
M,31.51,167.64,88.45044
F,26.17,167.64,73.481904
M,36.28,185.42,124.7378
M,30.69,167.64,86.18248
M,35.24,182.88,117.93392
F,19.74,162.56,52.16308
F,22.32,162.56,58.96696
F,26.59,162.56,70.30676
F,27.64,149.86,62.142104
M,27.27,177.8,86.18248
M,26.55,175.26,81.64656
F,20.21,149.86,45.3592
M,30.81,187.96,108.86208
F,26.53,157.48,65.77084
F,21.25,160.02,54.43104
F,32.29,167.64,90.7184
M,22.24,177.8,70.30676
F,25.35,167.64,71.213944
F,21.65,165.1,58.96696
M,24.93,185.42,85.728888
F,25.63,149.86,57.606184
F,32.13,154.94,77.11064
F,24.89,167.64,69.853168
M,32.69,172.72,97.52228
M,27.11,182.88,90.7184
M,25.81,177.8,81.64656
F,29.42,177.8,92.98636
F,23.96,165.1,65.317248
M,26.52,180.34,86.18248
M,23.14,193.04,86.18248
M,28.29,162.56,74.84268
F,19.2,175.26,58.96696
F,24.89,162.56,65.77084
F,20.58,162.56,54.43104
F,23.81,152.4,55.338224
M,25.75,185.42,88.45044
M,34.3,185.42,117.93392
M,27.73,185.42,95.25432
F,44.59,162.56,117.93392
F,35.43,160.02,90.7184
F,27.89,175.26,85.728888
F,23.1,172.72,68.945984
M,26.31,187.96,92.98636
M,31.87,182.88,106.59412
M,25.12,177.8,79.3786
M,47.31,160.02,121.109064
F,29.94,165.1,81.64656
M,28.56,177.8,90.264808
F,26.45,165.1,72.121128
F,26.59,162.56,70.30676
F,30.78,165.1,83.91452
F,33.28,165.1,90.7184
M,27.35,180.34,88.904032
F,17.17,162.56,45.3592
F,36.01,170.18,104.32616
F,23.05,160.02,58.96696
M,26.46,182.88,88.45044
F,22.81,162.56,60.327736
M,21.2,180.34,68.945984
F,22.61,167.64,63.50288
F,31.31,170.18,90.7184
M,25.42,172.72,75.749864
F,29.27,157.48,72.57472
M,32.99,177.8,104.32616
F,24.62,165.1,67.131616
F,44.84,160.02,114.758776
F,21.04,157.48,52.16308
F,32.31,149.86,72.57472
F,29.94,165.1,81.64656
M,21.61,170.18,62.595696
M,23.05,182.88,77.11064
F,23.03,170.18,66.678024
M,32.94,165.1,89.811216
F,33.67,160.02,86.18248
F,22.97,177.8,72.57472
F,23.91,160.02,61.23492
F,22.11,167.64,62.142104
F,25.7,160.02,65.77084
M,24.39,182.88,81.64656
M,27.46,162.56,72.57472
F,23.3,165.1,63.50288
F,22.85,160.02,58.513368
M,24.58,170.18,71.213944
M,29.52,175.26,90.7184
M,25.08,172.72,74.84268
M,28.05,175.26,86.18248
F,32.13,154.94,77.11064
F,26.26,149.86,58.96696
F,32.48,175.26,99.79024
F,22.45,165.1,61.23492
M,23.74,187.96,83.91452
F,24.34,172.72,72.57472
M,21.28,182.88,71.213944
M,27.83,172.72,83.007336
F,35.18,154.94,84.368112
F,29.27,157.48,72.57472
M,23.63,175.26,72.57472
F,26.59,162.56,70.30676
M,29.99,180.34,97.52228
M,32.32,185.42,111.13004
M,33.9,182.88,113.398
M,30.55,170.18,88.45044
F,18.67,157.48,46.266384
M,24.34,175.26,74.84268
M,31.87,182.88,106.59412
F,27.46,162.56,72.57472
M,31.73,175.26,97.52228
F,26.81,167.64,75.296272
F,28.17,170.18,81.64656
F,24.95,165.1,68.0388
M,25.08,182.88,83.91452
F,26.56,160.02,68.0388
M,24.39,182.88,81.64656
F,31.11,165.1,84.821704
M,23.66,177.8,74.84268
M,32.48,175.26,99.79024
M,34.23,172.72,102.0582
M,31.41,177.8,99.336648
M,26.39,185.42,90.7184
M,29.05,167.64,81.64656
M,33.48,193.04,124.7378
M,23.09,187.96,81.64656
M,25.85,172.72,77.11064
F,28.62,165.1,78.017824
M,34.59,182.88,115.66596
M,33.23,175.26,102.0582
F,41.59,154.94,99.79024
M,20.33,182.88,68.0388
M,25.77,182.88,86.18248
M,28.69,177.8,90.7184
M,25.03,167.64,70.30676
F,23.47,170.18,68.0388
F,20.8,165.1,56.699
F,30.03,162.56,79.3786
M,21.84,175.26,67.131616
F,27.36,172.72,81.64656
F,19.74,162.56,52.16308
F,18.58,167.64,52.16308
M,22.88,175.26,70.30676
M,23.57,172.72,70.30676
F,34.31,162.56,90.7184
M,27.06,172.72,80.739376
M,23.57,172.72,70.30676
M,28.61,180.34,92.98636
F,25.96,157.48,64.410064
M,22.43,185.42,77.11064
M,23.1,185.42,79.3786
F,37.65,175.26,115.66596
F,29.76,170.18,86.18248
M,27.8,182.88,92.98636
M,24.43,180.34,79.3786
F,26.53,157.48,65.77084
F,31.62,165.1,86.18248
F,33.47,162.56,88.45044
F,19.49,160.02,49.89512
M,33.93,167.64,95.25432
M,28.0,177.8,88.45044
M,28.9,172.72,86.18248
F,20.58,162.56,54.43104
F,22.8,172.72,68.0388
M,31.01,185.42,106.59412
F,28.43,172.72,84.821704
F,17.32,165.1,47.173568
M,27.41,170.18,79.3786
M,37.68,180.34,122.46984
M,26.63,167.64,74.84268
M,34.71,167.64,97.52228
M,27.59,187.96,97.52228
M,25.85,172.72,77.11064
F,28.34,157.48,70.30676
M,31.31,175.26,96.161504
M,26.55,175.26,81.64656
F,22.32,162.56,58.96696
M,23.05,182.88,77.11064
F,22.58,175.26,69.399576
M,35.64,185.42,122.46984
F,36.61,165.1,99.79024
F,29.87,167.64,83.91452
M,24.43,180.34,79.3786
M,22.33,180.34,72.57472
F,32.9,157.48,81.64656
F,19.84,154.94,47.62716
M,24.39,177.8,77.11064
F,34.96,165.1,95.25432
F,31.65,152.4,73.481904
M,30.7,180.34,99.79024
M,29.99,180.34,97.52228
M,27.9,180.34,90.7184
M,22.4,177.8,70.760352
F,23.05,160.02,58.96696
F,25.06,170.18,72.57472
F,18.87,162.56,49.89512
F,20.51,167.64,57.606184
F,23.15,162.56,61.23492
M,29.52,175.26,90.7184
F,26.47,154.94,63.50288
M,19.64,177.8,62.142104
M,27.9,180.34,90.7184
M,25.1,180.34,81.64656
F,30.15,157.48,74.84268
F,23.15,162.56,61.23492
F,21.79,167.64,61.23492
M,24.34,172.72,72.57472
F,26.17,167.64,73.481904
F,30.18,162.56,79.832192
F,39.15,170.18,113.398
F,23.05,160.02,58.96696
M,26.63,165.1,72.57472
M,27.9,180.34,90.7184
F,27.27,177.8,86.18248
M,27.89,190.5,101.151016
M,24.34,172.72,72.57472
M,28.37,185.42,97.52228
F,25.06,170.18,72.57472
M,30.08,185.42,103.418976
M,29.99,180.34,97.52228
F,22.61,167.64,63.50288
M,29.94,165.1,81.64656
M,30.78,165.1,83.91452
F,33.46,172.72,99.79024
M,30.84,177.8,97.52228
F,28.16,160.02,72.121128
M,33.9,182.88,113.398
F,25.16,160.02,64.410064
F,45.71,157.48,113.398
F,23.78,157.48,58.96696
M,28.17,170.18,81.64656
M,21.25,190.5,77.11064
M,27.07,180.34,87.996848
M,23.22,185.42,79.832192
F,27.3,175.26,83.91452
F,24.51,157.48,60.781328
M,33.5,180.34,108.86208
F,31.15,167.64,87.543256
F,27.27,177.8,86.18248
F,21.45,162.56,56.699
F,25.51,154.94,61.23492
M,37.21,187.96,131.54168
M,32.55,182.88,108.86208
M,26.52,180.34,86.18248
F,24.14,165.1,65.77084
M,24.05,175.26,73.935496
M,28.69,177.8,90.7184
F,22.86,157.48,56.699
F,21.49,152.4,49.89512
M,23.74,182.88,79.3786
M,32.08,180.34,104.32616
F,39.23,172.72,117.026736
M,24.39,182.88,81.64656
M,26.55,175.26,81.64656
F,35.53,167.64,99.79024
M,25.66,187.96,90.7184
M,26.63,165.1,72.57472
M,24.5,190.5,88.904032
F,23.83,162.56,63.049288
M,24.21,167.64,68.0388
F,20.37,170.18,58.96696
M,27.06,185.42,92.98636
M,22.47,187.96,79.3786
F,21.79,167.64,61.23492
M,23.74,185.42,81.64656
M,26.92,172.72,80.285784
F,25.09,175.26,77.11064
M,31.68,185.42,108.86208
F,21.65,165.1,58.96696
F,18.26,167.64,51.255896
F,32.29,167.64,90.7184
M,32.93,175.26,101.151016
M,25.81,180.34,83.91452
F,33.63,162.56,88.904032
F,31.08,157.48,77.11064
F,23.05,160.02,58.96696
F,22.86,157.48,56.699
M,21.41,175.26,65.77084
F,29.94,165.1,81.64656
F,25.72,162.56,68.0388
M,20.33,182.88,68.0388
M,22.36,182.88,74.84268
F,22.8,172.72,68.0388
M,23.01,180.34,74.84268
F,18.87,162.56,49.89512
M,26.46,182.88,88.45044
F,28.01,160.02,71.667536
M,35.07,170.18,101.604608
F,20.12,157.48,49.89512
M,27.11,182.88,90.7184
M,28.73,180.34,93.439952
F,24.95,165.1,68.0388
M,29.05,167.64,81.64656
M,27.8,182.88,92.98636
M,30.52,182.88,102.0582
F,24.27,170.18,70.30676
M,25.04,187.96,88.45044
M,28.8,175.26,88.45044
F,20.37,170.18,58.96696
M,18.62,187.96,65.77084
F,23.15,162.56,61.23492
F,23.42,152.4,54.43104
F,23.11,167.64,64.863656
M,25.38,162.56,67.131616
M,32.55,182.88,108.86208
F,21.61,170.18,62.595696
F,25.19,152.4,58.513368
F,24.89,162.56,65.77084
F,33.09,154.94,79.3786
F,24.34,172.72,72.57472
F,25.23,149.86,56.699
F,36.8,170.18,106.59412
M,30.52,182.88,102.0582
F,24.27,170.18,70.30676
F,27.24,149.86,61.23492
M,30.26,175.26,92.98636
M,27.5,190.5,99.79024
M,22.61,167.64,63.50288
F,25.7,160.02,65.77084
F,24.21,149.86,54.43104
F,19.49,160.02,49.89512
F,36.05,162.56,95.25432
M,30.01,190.5,108.86208
F,30.86,162.56,81.64656
F,18.3,157.48,45.3592
F,25.85,172.72,77.11064
F,39.45,162.56,104.32616
M,34.71,167.64,97.52228
F,24.02,162.56,63.50288
F,24.81,160.02,63.50288
M,26.63,165.1,72.57472
M,24.39,182.88,81.64656
F,24.95,165.1,68.0388
F,23.26,154.94,55.791816
M,33.48,193.04,124.7378
M,25.03,167.64,70.30676
F,27.11,160.02,69.399576
F,40.37,167.64,113.398
M,24.67,177.8,78.017824
M,23.75,160.02,60.781328
F,28.54,157.48,70.760352
F,26.62,170.18,77.11064
F,27.46,162.56,72.57472
M,27.9,180.34,90.7184
F,20.8,154.94,49.89512
F,18.92,154.94,45.3592
M,28.17,170.18,81.64656
M,23.99,180.34,78.017824
F,20.8,165.1,56.699
F,25.4,152.4,58.96696
F,38.26,165.1,104.32616
F,23.47,170.18,68.0388
M,23.25,167.64,65.317248
F,22.09,152.4,51.255896
F,21.47,167.64,60.327736
F,27.44,165.1,74.84268
M,18.3,182.88,61.23492
M,28.9,172.72,86.18248
M,22.18,193.04,82.553744
M,27.96,165.1,76.203456
F,32.9,170.18,95.25432
M,26.62,170.18,77.11064
F,34.45,170.18,99.79024
F,26.59,162.56,70.30676
F,32.31,149.86,72.57472
M,23.43,175.26,72.121128
F,32.13,154.94,77.11064
M,22.64,165.1,61.688512
M,23.74,182.88,79.3786
F,24.39,177.8,77.11064
M,22.61,167.64,63.50288
M,31.73,175.26,97.52228
F,18.0,162.56,47.62716
M,35.93,182.88,120.20188
F,27.45,167.64,77.11064
M,32.08,180.34,104.32616
F,28.34,154.94,68.0388
F,20.37,170.18,58.96696
M,30.52,182.88,102.0582
F,28.69,177.8,90.7184
F,21.29,172.72,63.50288
F,31.97,167.64,89.811216
M,23.05,182.88,77.11064
F,36.61,165.1,99.79024
F,29.05,167.64,81.64656
F,33.61,165.1,91.625584
F,26.35,152.4,61.23492
F,24.02,162.56,63.50288
F,34.57,160.02,88.45044
F,23.3,165.1,63.50288
M,32.99,185.42,113.398
M,28.24,187.96,99.79024
F,22.61,167.64,63.50288
F,21.76,154.94,52.16308
F,24.21,167.64,68.0388
M,22.13,175.26,68.0388
F,21.25,160.02,54.43104
M,32.3,177.8,102.0582
F,28.09,167.64,78.925008
F,29.94,165.1,81.64656
F,24.62,165.1,67.131616
M,22.8,172.72,68.0388
M,31.18,172.72,92.98636
M,24.34,172.72,72.57472
F,18.97,165.1,51.709488
F,30.41,172.72,90.7184
M,26.46,182.88,88.45044
F,24.96,177.8,78.925008
F,20.74,160.02,53.070264
F,29.76,170.18,86.18248
M,29.87,180.34,97.068688
M,23.57,172.72,70.30676
M,28.69,177.8,90.7184
M,24.43,180.34,79.3786
M,31.01,185.42,106.59412
M,29.15,182.88,97.52228
F,29.61,160.02,75.749864
F,22.26,152.4,51.709488
F,22.61,167.64,63.50288
F,23.78,157.48,58.96696
F,34.31,162.56,90.7184
F,35.44,175.26,108.86208
F,21.13,170.18,61.23492
F,17.87,175.26,54.884632
M,18.47,185.42,63.50288
M,29.7,185.42,102.0582
M,25.85,167.64,72.57472
M,26.52,180.34,86.18248
F,36.05,162.56,95.25432
M,29.52,175.26,90.7184
F,27.3,165.1,74.389088
F,29.22,160.02,74.84268
F,47.64,154.94,114.305184
M,26.39,185.42,90.7184
F,27.46,162.56,72.57472
M,33.94,175.26,104.32616
M,24.21,167.64,68.0388
F,29.27,157.48,72.57472
F,23.3,165.1,63.50288
M,39.95,165.1,108.86208
F,38.98,160.02,99.79024
F,24.81,160.02,63.50288
F,23.04,152.4,53.523856
M,26.37,190.5,95.707912
M,26.87,190.5,97.52228
F,21.65,165.1,58.96696
F,26.57,152.4,61.688512
F,30.1,152.4,69.853168
F,25.72,162.56,68.0388
F,25.03,167.64,70.30676
F,25.72,162.56,68.0388
F,34.31,149.86,77.11064
M,28.73,180.34,93.439952
M,31.32,172.72,93.439952
M,27.8,182.88,92.98636
F,36.56,157.48,90.7184
M,29.52,175.26,90.7184
F,20.9,160.02,53.523856
F,22.34,160.02,57.152592
F,22.32,162.56,58.96696
F,24.21,149.86,54.43104
F,32.77,160.02,83.91452
M,26.52,180.34,86.18248
M,23.99,180.34,78.017824
F,29.27,157.48,72.57472
M,29.52,175.26,90.7184
M,24.27,170.18,70.30676
F,18.0,162.56,47.62716
M,24.39,190.5,88.45044
F,31.62,165.1,86.18248
F,30.27,152.4,70.30676
F,32.48,175.26,99.79024
F,25.06,170.18,72.57472
F,31.88,160.02,81.64656
M,32.48,187.96,114.758776
F,20.37,170.18,58.96696
F,29.05,167.64,81.64656
M,26.39,185.42,90.7184
M,29.94,165.1,81.64656
M,29.99,180.34,97.52228
F,21.65,165.1,58.96696
M,31.44,165.1,85.728888
M,30.41,172.72,90.7184
F,27.8,162.56,73.481904
M,24.12,182.88,80.739376
F,24.29,165.1,66.224432
F,29.16,162.56,77.11064
F,34.59,154.94,83.007336
F,25.85,172.72,77.11064
M,29.83,182.88,99.79024
M,23.75,190.5,86.18248
F,22.32,162.56,58.96696
F,31.02,160.02,79.3786
F,30.26,162.56,79.832192
M,26.56,160.02,68.0388
F,49.38,157.48,122.46984
F,22.06,172.72,65.77084
M,31.31,170.18,90.7184
M,24.26,177.8,76.657048
